product_code,category,n_obs,positive_obs,total_units,mean_units,n_stores,n_weeks,unique_prices,mean_price,std_price,promo_rate,positive_rate,price_cv
FOODS_3_136,FOODS_3,1390,1387,56582.0,40.706474,10,139,8,4.171705,0.17871651,0.13525179856115108,0.9978417266187051,0.042840164
FOODS_3_694,FOODS_3,1390,1387,207413.0,149.21799,10,139,2,1.5404316,0.04891731,0.0,0.9978417266187051,0.031755585
FOODS_3_252,FOODS_3,1390,1387,296632.0,213.40431,10,139,1,1.48,0.0,0.0,0.9978417266187051,0.0
FOODS_3_232,FOODS_3,1324,1321,16173.0,12.215257,10,139,5,3.0876284,0.23253497,0.08836858006042296,0.9977341389728097,0.07531184
FOODS_3_771,FOODS_3,744,742,9545.0,12.829301,10,77,2,2.4993145,0.018697508,0.0,0.9973118279569892,0.0074810544
FOODS_3_704,FOODS_3,1390,1386,43426.0,31.241726,10,139,12,4.1683455,0.20264846,0.13741007194244603,0.9971223021582734,0.048616044
HOUSEHOLD_1_334,HOUSEHOLD_1,695,693,72857.0,104.830215,10,70,1,0.9800001,0.0,0.0,0.9971223021582734,0.0
FOODS_3_458,FOODS_3,1374,1370,84921.0,61.805676,10,139,5,1.877307,0.027469592,0.0,0.9970887918486172,0.014632445
FOODS_3_035,FOODS_3,1234,1230,11239.0,9.1077795,10,139,6,3.7550323,0.11276968,0.0016207455429497568,0.9967585089141004,0.030031614
FOODS_3_115,FOODS_3,1390,1385,18319.0,13.179136,10,139,8,4.167921,0.19178432,0.13956834532374102,0.9964028776978417,0.046014383
FOODS_3_469,FOODS_3,1390,1385,32946.0,23.702158,10,139,3,6.2181296,0.3117325,0.09352517985611511,0.9964028776978417,0.05013284
FOODS_3_228,FOODS_3,1390,1385,82287.0,59.19928,10,139,2,1.5404316,0.04891731,0.0,0.9964028776978417,0.031755585
FOODS_3_099,FOODS_3,1380,1375,109622.0,79.43623,10,138,3,2.4875073,0.050504506,0.0,0.9963768115942029,0.020303259
HOUSEHOLD_1_079,HOUSEHOLD_1,549,547,5835.0,10.628415,10,55,1,4.88,0.0,0.0,0.9963570127504554,0.0
HOUSEHOLD_1_471,HOUSEHOLD_1,537,535,6685.0,12.44879,10,55,3,2.472272,0.10370765,0.00558659217877095,0.9962756052141527,0.04194832
HOUSEHOLD_1_411,HOUSEHOLD_1,1311,1306,19338.0,14.750572,10,132,4,3.02582,0.15079252,0.05186880244088482,0.996186117467582,0.049835257
FOODS_3_253,FOODS_3,261,260,2545.0,9.7509575,9,30,1,1.9800001,0.0,0.0,0.9961685823754789,0.0
HOBBIES_1_148,HOBBIES_1,249,248,2651.0,10.646586,10,26,1,4.88,0.0,0.0,0.9959839357429718,0.0
FOODS_3_037,FOODS_3,733,730,18883.0,25.761255,10,76,1,2.5,0.0,0.0,0.9959072305593452,0.0
HOUSEHOLD_1_540,HOUSEHOLD_1,466,464,11110.0,23.841202,10,57,1,1.64,0.0,0.0,0.9957081545064378,0.0
HOUSEHOLD_1_197,HOUSEHOLD_1,1390,1384,15485.0,11.140287,10,139,8,4.828108,0.1766737,0.01870503597122302,0.99568345323741,0.03659274
FOODS_1_046,FOODS_1,1390,1384,74640.0,53.69784,10,139,3,0.978518,0.015528765,0.0,0.99568345323741,0.015869677
FOODS_3_714,FOODS_3,1390,1384,209344.0,150.6072,10,139,1,1.48,0.0,0.0,0.99568345323741,0.0
FOODS_1_110,FOODS_1,906,902,32580.0,35.960266,10,92,1,1.78,0.0,0.0,0.9955849889624724,0.0
HOUSEHOLD_1_282,HOUSEHOLD_1,676,673,5655.0,8.365385,10,68,2,3.753373,0.15261039,0.0,0.9955621301775148,0.040659532
FOODS_3_324,FOODS_3,1118,1113,27834.0,24.896244,10,139,10,3.2607155,0.29972208,0.16815742397137745,0.9955277280858676,0.09191912
HOUSEHOLD_1_262,HOUSEHOLD_1,221,220,6849.0,30.99095,10,23,1,0.97,0.0,0.0,0.995475113122172,0.0
HOUSEHOLD_1_151,HOUSEHOLD_1,1212,1206,53964.0,44.524754,10,122,4,0.92995876,0.03637698,0.02145214521452145,0.995049504950495,0.039116766
FOODS_3_226,FOODS_3,1390,1383,177524.0,127.71511,10,139,2,1.5404316,0.04891731,0.0,0.9949640287769784,0.031755585
HOUSEHOLD_1_474,HOUSEHOLD_1,1390,1383,43151.0,31.043884,10,139,1,0.97,0.0,0.0,0.9949640287769784,0.0
FOODS_3_598,FOODS_3,762,758,14211.0,18.649607,10,78,1,1.8799999,0.0,0.0,0.994750656167979,0.0
HOUSEHOLD_1_459,HOUSEHOLD_1,696,692,70215.0,100.88362,10,70,1,0.98,0.0,0.0,0.9942528735632183,0.0
FOODS_3_516,FOODS_3,1307,1299,73851.0,56.504208,10,137,3,3.42759,0.15667856,0.07498087222647284,0.9938791124713083,0.045711
HOUSEHOLD_1_338,HOUSEHOLD_1,159,158,2292.0,14.415094,10,16,1,3.98,0.0,0.0,0.9937106918238994,0.0
HOUSEHOLD_1_409,HOUSEHOLD_1,473,470,39006.0,82.46512,10,58,1,2.98,0.0,0.0,0.9936575052854123,0.0
HOUSEHOLD_1_304,HOUSEHOLD_1,472,469,25201.0,53.39195,10,58,1,1.98,0.0,0.0,0.9936440677966102,0.0
HOUSEHOLD_1_473,HOUSEHOLD_1,472,469,13543.0,28.692797,10,58,1,1.98,0.0,0.0,0.9936440677966102,0.0
HOBBIES_1_153,HOBBIES_1,908,902,13532.0,14.903084,10,92,5,6.0712004,0.2729732,0.0011013215859030838,0.9933920704845814,0.04496198
HOUSEHOLD_1_109,HOUSEHOLD_1,1390,1380,16789.0,12.078417,10,139,5,3.6685684,0.33090693,0.0,0.9928057553956835,0.09020056
FOODS_3_230,FOODS_3,1111,1103,21908.0,19.719172,10,139,2,3.4629705,0.058818694,0.0,0.9927992799279928,0.01698504
FOODS_1_099,FOODS_1,269,267,10588.0,39.360596,10,27,1,0.97999996,0.0,0.0,0.9925650557620818,0.0
HOUSEHOLD_1_539,HOUSEHOLD_1,1064,1056,11077.0,10.410714,10,108,4,3.3439665,0.12697682,0.012218045112781954,0.9924812030075187,0.037971918
FOODS_1_120,FOODS_1,904,897,15376.0,17.00885,10,92,1,1.78,0.0,0.0,0.9922566371681416,0.0
FOODS_3_416,FOODS_3,127,126,747.0,5.88189,6,22,2,2.5439372,0.077625066,0.0,0.9921259842519685,0.03051375
HOUSEHOLD_1_294,HOUSEHOLD_1,1357,1346,30598.0,22.548267,10,139,2,1.9692852,0.026331877,0.0007369196757553427,0.9918938835666913,0.013371287
FOODS_3_615,FOODS_3,1324,1313,13713.0,10.357251,10,139,12,4.1478777,0.2324944,0.15332326283987915,0.9916918429003021,0.05605141
HOUSEHOLD_1_439,HOUSEHOLD_1,1389,1377,57896.0,41.681786,10,139,2,0.95367175,0.014946469,0.0,0.9913606911447084,0.015672551
HOUSEHOLD_1_149,HOUSEHOLD_1,1389,1377,27305.0,19.658028,10,139,2,0.9702736,0.0016318236,0.0,0.9913606911447084,0.0016818179
FOODS_3_468,FOODS_3,1386,1374,62849.0,45.3456,10,139,2,1.1337662,0.07867006,0.0,0.9913419913419913,0.06938826
FOODS_2_293,FOODS_2,1096,1086,26051.0,23.769161,9,139,7,3.7697353,0.19692485,0.0,0.9908759124087592,0.052238375
FOODS_3_395,FOODS_3,1292,1280,9107.0,7.048762,10,139,4,3.935062,0.10914249,0.0007739938080495357,0.9907120743034056,0.027735902
HOUSEHOLD_1_087,HOUSEHOLD_1,1390,1377,14882.0,10.706475,10,139,5,4.1712446,0.17545767,0.007913669064748202,0.9906474820143885,0.042063624
HOUSEHOLD_1_478,HOUSEHOLD_1,1390,1377,18946.0,13.630216,10,139,4,2.6378922,0.08433249,0.0,0.9906474820143885,0.031969648
HOUSEHOLD_1_179,HOUSEHOLD_1,1390,1377,57360.0,41.266186,10,139,3,0.9535971,0.015069196,0.0007194244604316547,0.9906474820143885,0.015802477
HOUSEHOLD_1_522,HOUSEHOLD_1,1390,1377,17091.0,12.295684,10,139,3,1.754518,0.034852646,0.0,0.9906474820143885,0.019864513
FOODS_3_305,FOODS_3,1390,1377,32153.0,23.131655,10,139,1,2.9800003,0.0,0.0,0.9906474820143885,0.0
FOODS_3_178,FOODS_3,1095,1084,20036.0,18.297716,9,139,7,1.9388219,0.22675277,0.023744292237442923,0.9899543378995433,0.116953894
FOODS_1_085,FOODS_1,1390,1376,76941.0,55.353237,10,139,3,0.9785036,0.015518107,0.0,0.9899280575539569,0.015859019
FOODS_3_535,FOODS_3,1390,1376,11764.0,8.463309,10,139,3,6.2112226,0.30269355,0.09352517985611511,0.9899280575539569,0.048733328
HOUSEHOLD_1_521,HOUSEHOLD_1,1390,1376,80313.0,57.779137,10,139,2,0.9536187,0.014941657,0.0,0.9899280575539569,0.015668377
HOUSEHOLD_1_465,HOUSEHOLD_1,690,683,42090.0,61.0,10,70,2,0.9793044,0.018273288,0.0014492753623188406,0.9898550724637681,0.018659458
FOODS_3_386,FOODS_3,769,761,9103.0,11.837451,10,79,4,2.492822,0.09021514,0.006501950585175552,0.9895968790637191,0.036189966
HOBBIES_1_043,HOBBIES_1,1333,1319,28665.0,21.504126,10,139,4,0.7162791,0.02350874,0.08777194298574643,0.9894973743435859,0.032820642
FOODS_3_448,FOODS_3,1116,1104,9534.0,8.543011,10,139,11,3.251084,0.3130389,0.17831541218637992,0.989247311827957,0.09628754
FOODS_3_354,FOODS_3,93,92,622.0,6.688172,9,14,2,2.9638712,0.15554276,0.010752688172043012,0.989247311827957,0.052479595
HOBBIES_1_345,HOBBIES_1,1387,1372,16537.0,11.922855,10,139,9,7.546323,0.3128428,0.11319394376351838,0.989185291997116,0.041456323
HOBBIES_1_323,HOBBIES_1,1382,1367,21020.0,15.209841,10,139,7,5.068806,0.25412384,0.01881331403762663,0.9891461649782923,0.05013485
FOODS_3_283,FOODS_3,1257,1243,18798.0,14.954654,10,126,4,2.7411218,0.13349333,0.10421638822593476,0.9888623707239459,0.048700258
FOODS_3_361,FOODS_3,269,266,2447.0,9.096654,9,30,2,1.9774349,0.042070046,0.0037174721189591076,0.9888475836431226,0.02127506
FOODS_3_561,FOODS_3,87,86,1880.0,21.609196,10,9,2,2.9627588,0.16081688,0.0,0.9885057471264368,0.054279435
HOUSEHOLD_1_038,HOUSEHOLD_1,1390,1374,11248.0,8.092087,10,139,4,5.118331,0.18664111,0.01079136690647482,0.9884892086330935,0.036465228
FOODS_3_113,FOODS_3,1388,1372,54114.0,38.98703,10,139,4,1.0440634,0.13106816,0.06556195965417867,0.9884726224783862,0.12553658
FOODS_2_360,FOODS_2,1383,1367,179470.0,129.76862,10,139,5,0.7537961,0.1120367,0.0,0.9884309472161966,0.14862998
FOODS_3_098,FOODS_3,1261,1246,12488.0,9.903252,10,139,11,4.1500874,0.21631019,0.15305313243457574,0.9881046788263284,0.05212184
FOODS_1_018,FOODS_1,1390,1373,66176.0,47.608635,10,139,3,0.97526616,0.02045648,0.0,0.9877697841726619,0.020975279
HOUSEHOLD_1_247,HOUSEHOLD_1,1382,1365,32436.0,23.470333,10,139,1,0.97,0.0,0.0,0.9876989869753979,0.0
FOODS_3_635,FOODS_3,1380,1363,182407.0,132.17899,10,139,9,0.99087685,0.038172908,0.13695652173913042,0.9876811594202899,0.03852437
FOODS_3_683,FOODS_3,81,80,1321.0,16.308641,10,9,1,2.5,0.0,0.0,0.9876543209876543,0.0
HOUSEHOLD_1_072,HOUSEHOLD_1,1361,1344,36693.0,26.960323,10,139,3,8.029904,0.15447262,0.11829537105069801,0.9875091844232182,0.019237168
HOUSEHOLD_1_339,HOUSEHOLD_1,630,622,44650.0,70.87302,10,64,1,0.98,0.0,0.0,0.9873015873015873,0.0
HOUSEHOLD_1_418,HOUSEHOLD_1,699,690,44995.0,64.37053,10,70,2,0.9800287,0.0005345209,0.0,0.9871244635193133,0.0005454135
FOODS_3_363,FOODS_3,1291,1274,38472.0,29.800156,10,139,5,2.3701162,0.21007249,0.003098373353989156,0.9868319132455461,0.088633835
HOUSEHOLD_1_404,HOUSEHOLD_1,1285,1268,15970.0,12.428016,10,129,11,2.7591283,0.13386251,0.007782101167315175,0.9867704280155642,0.048516233
FOODS_3_579,FOODS_3,302,298,3542.0,11.728477,10,32,2,1.877053,0.051213745,0.0033112582781456954,0.9867549668874173,0.027284123
HOUSEHOLD_2_342,HOUSEHOLD_2,372,367,3711.0,9.975806,9,45,1,0.96999997,0.0,0.0,0.9865591397849462,0.0
HOBBIES_1_349,HOBBIES_1,595,587,6345.0,10.663865,10,60,3,11.939663,0.13933423,0.0016806722689075631,0.9865546218487395,0.011669863
HOUSEHOLD_1_112,HOUSEHOLD_1,1314,1296,14489.0,11.026636,10,133,1,2.97,0.0,0.0,0.9863013698630136,0.0
FOODS_3_756,FOODS_3,1374,1355,47753.0,34.75473,10,139,5,2.6693885,0.10402565,0.07641921397379912,0.9861717612809315,0.03896984
FOODS_3_702,FOODS_3,1390,1370,50781.0,36.533092,10,139,2,3.0071943,0.08616313,0.09352517985611511,0.9856115107913669,0.028652333
FOODS_2_152,FOODS_2,1385,1365,41913.0,30.262094,10,139,15,2.2691624,0.19708322,0.05776173285198556,0.9855595667870036,0.08685285
FOODS_2_075,FOODS_2,822,810,13203.0,16.062044,9,111,5,2.357859,0.0906334,0.06326034063260341,0.9854014598540146,0.038438857
HOUSEHOLD_2_409,HOUSEHOLD_2,1198,1180,10290.0,8.589315,10,129,5,3.9562519,0.055600844,0.0651085141903172,0.9849749582637729,0.014053919
FOODS_3_319,FOODS_3,1385,1364,127695.0,92.198555,10,139,9,0.99002886,0.038371835,0.12057761732851986,0.9848375451263538,0.0387583
HOUSEHOLD_1_094,HOUSEHOLD_1,855,842,11146.0,13.036258,10,86,2,3.6541288,0.33087587,0.0,0.9847953216374269,0.0905485
HOUSEHOLD_1_359,HOUSEHOLD_1,851,838,7718.0,9.06933,10,87,3,6.5841246,0.3768998,0.0,0.9847238542890717,0.057243723
HOUSEHOLD_1_538,HOUSEHOLD_1,714,703,6165.0,8.634454,10,77,1,3.48,0.0,0.0,0.9845938375350141,0.0
FOODS_2_112,FOODS_2,191,188,3301.0,17.282722,9,23,4,3.2252357,0.15379353,0.12041884816753927,0.9842931937172775,0.04768443
HOUSEHOLD_1_516,HOUSEHOLD_1,1390,1368,33171.0,23.864029,10,139,3,1.9567482,0.056974996,0.0014388489208633094,0.9841726618705036,0.029117182
HOUSEHOLD_1_277,HOUSEHOLD_1,629,619,43999.0,69.950714,10,64,1,0.97999996,0.0,0.0,0.9841017488076311,0.0
FOODS_3_356,FOODS_3,1376,1354,12171.0,8.845203,10,139,2,3.0046365,0.08239512,0.08502906976744186,0.9840116279069767,0.02742266
FOODS_2_222,FOODS_2,611,601,15864.0,25.963993,10,62,1,2.5,0.0,0.0,0.983633387888707,0.0
FOODS_3_377,FOODS_3,1390,1367,143176.0,103.00432,10,139,3,1.5392087,0.05060563,0.0,0.983453237410072,0.03287769
HOUSEHOLD_1_272,HOUSEHOLD_1,1390,1367,30882.0,22.217266,10,139,3,9.972662,0.14044859,0.060431654676258995,0.983453237410072,0.014083359
HOBBIES_1_337,HOBBIES_1,1390,1367,22990.0,16.539568,10,139,1,3.6700003,0.0,0.0,0.983453237410072,0.0
FOODS_1_043,FOODS_1,905,890,61823.0,68.312706,10,92,1,1.78,0.0,0.0,0.9834254143646409,0.0
FOODS_3_689,FOODS_3,293,288,3324.0,11.34471,10,31,2,2.6752903,0.05690958,0.006825938566552901,0.9829351535836177,0.0212723
HOUSEHOLD_1_303,HOUSEHOLD_1,1338,1315,80152.0,59.904335,10,139,2,0.95417047,0.014982657,0.0,0.9828101644245142,0.015702285
FOODS_1_082,FOODS_1,290,285,13458.0,46.406895,10,29,1,0.98,0.0,0.0,0.9827586206896551,0.0
FOODS_3_407,FOODS_3,1390,1366,34592.0,24.886332,10,139,5,2.98941,0.0533413,0.03741007194244604,0.9827338129496402,0.017843422
FOODS_3_450,FOODS_3,1325,1302,10931.0,8.249811,10,139,5,3.0903018,0.2353115,0.08830188679245284,0.9826415094339622,0.07614515
HOUSEHOLD_1_447,HOUSEHOLD_1,690,678,42740.0,61.942028,10,70,1,0.98,0.0,0.0,0.9826086956521739,0.0
HOUSEHOLD_1_220,HOUSEHOLD_1,286,281,3579.0,12.513986,10,29,1,1.9699999,0.0,0.0,0.9825174825174825,0.0
HOUSEHOLD_2_510,HOUSEHOLD_2,1198,1177,9767.0,8.152755,10,129,3,3.957429,0.035811167,0.06928213689482471,0.9824707846410684,0.009049099
FOODS_2_106,FOODS_2,623,612,6476.0,10.394863,9,72,3,4.9961476,0.08248888,0.0,0.9823434991974318,0.016510496
FOODS_2_109,FOODS_2,899,883,9109.0,10.132369,9,112,10,2.9868853,0.1463364,0.10901001112347053,0.982202447163515,0.048992977
FOODS_3_687,FOODS_3,1288,1265,9575.0,7.434006,10,139,5,2.8113976,0.12282324,0.0,0.9821428571428571,0.043687608
FOODS_2_385,FOODS_2,441,433,5622.0,12.7483,9,49,2,2.5413606,0.14352684,0.08843537414965986,0.981859410430839,0.056476377
HOUSEHOLD_1_196,HOUSEHOLD_1,1390,1364,22835.0,16.428057,10,139,6,1.9121583,0.07262896,0.0035971223021582736,0.981294964028777,0.037982713
FOODS_3_533,FOODS_3,1390,1364,15024.0,10.808633,10,139,6,4.976763,0.0789612,0.02877697841726619,0.981294964028777,0.015865976
HOUSEHOLD_1_490,HOUSEHOLD_1,1390,1364,9551.0,6.871223,10,139,6,12.432885,0.686953,0.0014388489208633094,0.981294964028777,0.055252902
FOODS_3_449,FOODS_3,1383,1357,45596.0,32.968906,10,139,1,1.98,0.0,0.0,0.9812002892263196,0.0
FOODS_3_242,FOODS_3,1299,1274,9200.0,7.082371,10,139,3,9.61003,0.54019964,0.01077752117013087,0.9807544264819091,0.056212064
HOBBIES_1_074,HOBBIES_1,1294,1269,13999.0,10.818393,10,139,1,3.67,0.0,0.0,0.9806800618238022,0.0
FOODS_2_247,FOODS_2,1386,1359,19757.0,14.25469,10,139,8,2.129293,0.14708897,0.0007215007215007215,0.9805194805194806,0.06907879
FOODS_3_446,FOODS_3,1385,1358,67767.0,48.92924,10,139,2,1.1338627,0.07861623,0.0,0.9805054151624548,0.06933487
HOUSEHOLD_1_114,HOUSEHOLD_1,1381,1354,43925.0,31.806662,10,139,3,0.96979004,0.0059000817,0.001448225923244026,0.9804489500362057,0.0060838754
FOODS_3_144,FOODS_3,1374,1347,21342.0,15.532751,10,139,5,1.8765938,0.030390266,0.0,0.980349344978166,0.016194375
FOODS_3_809,FOODS_3,1007,987,28324.0,28.12711,10,103,1,1.0,0.0,0.0,0.9801390268123138,0.0
FOODS_1_182,FOODS_1,598,586,6186.0,10.344481,10,60,1,1.9700001,0.0,0.0,0.979933110367893,0.0
FOODS_3_541,FOODS_3,1390,1362,176743.0,127.15324,10,139,11,0.9904748,0.03985472,0.14316546762589927,0.9798561151079137,0.040237993
FOODS_3_526,FOODS_3,1390,1362,52042.0,37.44029,10,139,1,1.98,0.0,0.0,0.9798561151079137,0.0
FOODS_3_043,FOODS_3,781,765,6403.0,8.198463,10,82,2,2.4989629,0.028984077,0.0012804097311139564,0.9795134443021767,0.011598443
HOBBIES_1_014,HOBBIES_1,1022,1001,10757.0,10.52544,10,104,1,0.98,0.0,0.0,0.9794520547945206,0.0
FOODS_3_480,FOODS_3,1361,1333,14015.0,10.297575,10,139,6,2.4898088,0.34358612,0.002204261572373255,0.9794268919911829,0.13799699
FOODS_1_092,FOODS_1,627,614,9724.0,15.508772,10,64,1,1.7799999,0.0,0.0,0.9792663476874003,0.0
HOUSEHOLD_1_055,HOUSEHOLD_1,1390,1361,21474.0,15.448921,10,139,5,3.9164891,0.075306304,0.00935251798561151,0.979136690647482,0.019228013
FOODS_3_462,FOODS_3,1390,1361,105805.0,76.118706,10,139,1,1.0,0.0,0.0,0.979136690647482,0.0
HOUSEHOLD_1_215,HOUSEHOLD_1,1378,1349,9499.0,6.8933234,10,139,7,2.1798692,0.1171397,0.019593613933236574,0.978955007256894,0.05373703
HOUSEHOLD_1_110,HOUSEHOLD_1,474,464,46252.0,97.57806,10,58,1,3.5,0.0,0.0,0.9789029535864979,0.0
HOUSEHOLD_1_535,HOUSEHOLD_1,1370,1341,46528.0,33.962044,10,137,2,6.9678097,0.08105148,0.00072992700729927,0.9788321167883212,0.011632275
HOUSEHOLD_1_319,HOUSEHOLD_1,1367,1338,30891.0,22.597658,10,139,3,1.9569933,0.05125471,0.000731528895391368,0.9787856620336504,0.026190538
FOODS_3_559,FOODS_3,1390,1360,12573.0,9.045323,10,139,6,2.7940288,0.14266935,0.0007194244604316547,0.9784172661870504,0.051062234
FOODS_1_161,FOODS_1,1389,1359,40053.0,28.835854,10,139,3,0.9753492,0.020271137,0.0,0.978401727861771,0.020783467
HOBBIES_1_330,HOBBIES_1,1388,1358,15888.0,11.446686,10,139,7,7.5511675,0.2976458,0.11239193083573487,0.978386167146974,0.039417192
HOBBIES_1_015,HOBBIES_1,1387,1357,44727.0,32.247295,10,139,4,0.7153136,0.02261636,0.09372746935832732,0.9783705839942322,0.031617407
FOODS_3_103,FOODS_3,1386,1356,10916.0,7.8759017,10,139,6,3.229928,0.1456592,0.07215007215007214,0.9783549783549783,0.04509673
FOODS_1_027,FOODS_1,460,450,13596.0,29.556522,10,48,1,1.78,0.0,0.0,0.9782608695652174,0.0
HOUSEHOLD_1_128,HOUSEHOLD_1,1283,1255,14098.0,10.988309,10,129,9,2.760491,0.13393943,0.005455962587685113,0.9781761496492596,0.048520148
FOODS_3_476,FOODS_3,1374,1344,42688.0,31.068413,10,139,3,5.9745417,0.11195496,0.09461426491994178,0.9781659388646288,0.018738668
HOBBIES_1_353,HOBBIES_1,137,134,2170.0,15.8394165,10,14,1,0.9800001,0.0,0.0,0.9781021897810219,0.0
FOODS_2_267,FOODS_2,1094,1070,11513.0,10.523766,9,139,8,1.8595155,0.11457886,0.038391224862888484,0.9780621572212066,0.061617587
FOODS_3_304,FOODS_3,1390,1359,30825.0,22.176258,10,139,7,4.1816187,0.32578734,0.033093525179856115,0.9776978417266187,0.07790938
HOUSEHOLD_1_438,HOUSEHOLD_1,1390,1359,13490.0,9.705036,10,139,6,7.204057,0.28593662,0.007194244604316547,0.9776978417266187,0.039691053
FOODS_3_311,FOODS_3,1390,1359,19119.0,13.754676,10,139,2,2.943597,0.07719907,0.09352517985611511,0.9776978417266187,0.0262261
